,text,hate
451,ওর মুখ সেলাই করে দেওয়া উচিত,1
452,ওর মুখে ছাগল কে দিয়ে মুতাও,1
453,ওর মুখে শুওর দিয়া চুদানো উচিত,1
454,ওর মুনডা কাটা দরকার,1
455,ওর মেরে ফেলেন সবাই,1
456,ওর সনতানো ওকে মারবে দুনীয়ার বিছার দুনিয়ায় হবে,1
457,ওর সোনা কেটে ওর হাতে দেয়া হোক,1
458,ওর স্থান জাহান্নামে,1
459,ওর হাত কেটে দিন,1
460,ওর হাত দুটো কেটে কুত্তারে খাউয়ানো দরকার,1
461,ওর হাত দুটো কেটে ফেলা উচিৎ কে কে একমত আছ,1
462,ওর হাত দুটো কেটে ফেলানো হলে ভালো হতো,1
463,ওরত জীবন পেরত নেওয়া দরকার,1
464,ওরাকম ছেলের মেরে ফেলা উচিত,1
465,ওরে আগুন দিয়ে জালিয়ে দিন,1
466,ওরে আজকে মাইরালা অসহায় ব্যক্তিকে এভাবে মারে,1
467,ওরে আমার কাছে পাঠিয়ে আমি ওর দু টি দেবও,1
468,ওরে আমি পাইলে ওরে কোপায়া মারতাম,1
469,ওরে আমি পাইলে কি যে করতাম রে,1
470,ওরে আমি সামনে পাইলে খুন করতাম,1
471,ওরে উল্টা ঝুলিয়ে দেন,1
472,ওরে এখোনো মারে না কেন,1
473,ওরে কুচি কুচি করে কেটে কুত্তা দিয়ে খাওয়ানো উচিত,1
474,ওরে কুত্তা দিয়া চুদানো দরকার,1
475,ওরে কুত্তার মতো করে পিটিয়ে মারা হউক,1
476,ওরে কুপাইয়া মারুম সামনে পাইলে,1
477,ওরে কেও জুতা দিয়া পিডায় না কে,1
478,ওরে খুন করা হোক,1
479,ওরে গণধোলাই দিয়ে মারা উচিত,1
480,ওরে গন পিটানি দিয়েমারধর করলে ঠিক হয়ে যাবে,1
481,ওরে গুলি করে মারা উচিৎ বলে আমি মনে করি,1
482,ওরে ঘোড়া দিয়ে চোদাতে হবে,1
483,ওরে চামরার জুতা দিয়ে পিটানো দরকার,1
484,ওরে চুদে মজা পাওয়া যাবে,1
485,ওরে চোদার দরকার,1
486,ওরে ছিল্লা লবন লাগা,1
487,ওরে জন সম্মুখে উলঙ্গ করে গন পিটুনি দিয়ে মারতে হবে,1
488,ওরে জবাই করে কুত্তারে খাউয়ানো উচিত,1
489,ওরে জিন্ধা আগুনে পোড়ানো হউক,1
490,ওরে জুতা পিটা করা উচিত,1
491,ওরে জুতা মার,1
492,ওরে জুতার বাড়ী দেওয়া উচিত,1
493,ওরে টুকরো টুকরো করে কুকুরের পেটে দেয়া হোক,1
494,ওরে দইরা পিটান,1
495,ওরে দিন রাত ঘন্টা থাপ্পড়ালেও আমার রাগ কমবে না,1
496,ওরে পাইলে ওর পাছায় সন্দেশ ঢুকাই তাম,1
497,ওরে পাইলে কুতার মতো মারুম,1
498,ওরে পাইলে কুত্তা দিয়া পুটকি মারাইতাম,1
499,ওরে পাইলে গলা কাটতাম,1
500,ওরে পাইলে ঘোরা দিয়া করাইতাম,1
501,ওরে পাইলে জবাই করতাম খোদার কছোম,1
502,ওরে পাইলে হত্যা করমু কে কে আমার সাথে একমত,1
503,ওরে পাড়ার সবাই মিলে জুতো পেটা করো,1
504,ওরে পিটায়নি কেন পাসের মানুষ গুলো,1
505,ওরে পেটানি দেয়া দরকার,1
506,ওরে প্রতিটা মন্চে জুতা মারার দরকার,1
507,ওরে বগলে পেলে জুতা দিয়া পিডামু,1
508,ওরে মাইরা ফেলওর বেচে থাকার অধিকার নাই,1
509,ওরে মাংস করে কুত্তাকে খাওয়া উচিৎ,1
510,ওরে যদি আমি পাইতাম আগুন ধরিয়ে পিটাতাম,1
511,ওরে যদি হাতের কাছে পাইতাম পাড়াইয়া মারতাম,1
